shipment_id,sales_order_id,carrier_name,tracking_number,origin,destination,status,eta,actual_delivery,shipping_cost
SHIP02464,SO02464,Kuehne + Nagel,TRK-KUE-64137538,"Toronto, Canada","Birmingham, South Korea",Delivered,2025-11-02,2025-11-03,745.87
SHIP02465,SO02465,Maersk Logistics,TRK-MAE-82088013,"Melbourne, Australia","Dallas, Mexico",Delivered,2025-10-21,2025-10-21,1492.7
SHIP02466,SO02466,Maersk Logistics,TRK-MAE-13574995,"Munich, Germany","Taipei, Japan",Delivered,2025-10-15,2025-10-16,1356.48
SHIP02467,SO02467,Kuehne + Nagel,TRK-KUE-59627746,"Bengaluru, India","Hai Phong, China",Delayed,2026-01-30,,1839.16
SHIP02468,SO02468,UPS Supply Chain,TRK-UPS-82296855,"Guadalajara, Mexico","Taipei, Japan",Delivered,2026-03-04,2026-03-04,359.66
SHIP02469,SO02469,Kuehne + Nagel,TRK-KUE-80010039,"Los Angeles, CA, USA","Bengaluru, Canada",In Transit,2025-11-25,,155.17
SHIP02470,SO02470,Kuehne + Nagel,TRK-KUE-13490496,"Stuttgart, Germany","Suzhou, Japan",Delivered,2026-01-07,2026-01-06,671.72
SHIP02471,SO02471,Maersk Logistics,TRK-MAE-69495634,"Munich, Germany","Shenzhen, Mexico",Delayed,2025-12-10,,909.47
SHIP02472,SO02472,UPS Supply Chain,TRK-UPS-97894622,"Melbourne, Australia","Chicago, Taiwan",Delivered,2026-02-22,2026-02-23,543.1
SHIP02473,SO02473,DB Schenker,TRK-DB -17470363,"Osaka, Japan","Dallas, United States",Delivered,2025-10-23,2025-10-24,1242.81
SHIP02474,SO02474,Maersk Logistics,TRK-MAE-83890061,"Shenzhen, China","Shenzhen, United States",In Transit,2025-12-03,,56.27
SHIP02475,SO02475,Kuehne + Nagel,TRK-KUE-19112248,"Tokyo, Japan","Birmingham, Mexico",Delayed,2026-01-31,,343.0
SHIP02476,SO02476,Kuehne + Nagel,TRK-KUE-74357425,"Pune, India","Birmingham, Germany",In Transit,2026-02-08,,650.86
SHIP02477,SO02477,Maersk Logistics,TRK-MAE-58357207,"Bengaluru, India","Birmingham, Taiwan",Delivered,2026-07-18,2026-07-21,548.78
SHIP02478,SO02478,UPS Supply Chain,TRK-UPS-62593972,"Dallas, TX, USA","Seoul, Mexico",Delivered,2026-05-21,2026-05-22,1147.76
SHIP02479,SO02479,Maersk Logistics,TRK-MAE-33454981,"Pune, India","Pune, South Korea",Delivered,2026-05-06,2026-05-06,880.17
SHIP02480,SO02480,DHL Express,TRK-DHL-74254593,"Shenzhen, China","Incheon, Mexico",In Transit,2025-09-17,,1633.03
SHIP02481,SO02481,DHL Express,TRK-DHL-73194980,"Munich, Germany","Suzhou, South Korea",Preparing,2026-01-13,,1769.26
SHIP02482,SO02482,Kuehne + Nagel,TRK-KUE-78590802,"Yokohama, Japan","Hai Phong, United States",In Transit,2026-01-03,,255.68
SHIP02483,SO02483,UPS Supply Chain,TRK-UPS-65378193,"Incheon, South Korea","Hsinchu, Mexico",Delivered,2026-07-19,2026-07-20,166.5
SHIP02484,SO02484,FedEx Freight,TRK-FED-87515345,"Bengaluru, India","Bengaluru, China",In Transit,2025-11-02,,1100.79
SHIP02485,SO02485,DB Schenker,TRK-DB -84214613,Singapore,"Dallas, Japan",Delivered,2026-02-20,2026-02-19,638.9
SHIP02486,SO02486,DHL Express,TRK-DHL-12034907,"Atlanta, GA, USA","Detroit, Japan",Delayed,2025-10-22,,1238.69
SHIP02487,SO02487,UPS Supply Chain,TRK-UPS-56918935,"Shenzhen, China","Querétaro, Japan",Delivered,2026-01-12,2026-01-13,138.13
SHIP02488,SO02488,UPS Supply Chain,TRK-UPS-54558318,"Munich, Germany","Bengaluru, Japan",In Transit,2025-10-31,,691.97
SHIP02489,SO02489,FedEx Freight,TRK-FED-50738480,"Taipei, Taiwan","Tokyo, China",Delivered,2026-06-08,2026-06-09,1419.53
SHIP02490,SO02490,FedEx Freight,TRK-FED-20486003,"Rotterdam, Netherlands","Dallas, Mexico",Delayed,2025-12-04,,987.8
SHIP02491,SO02491,Maersk Logistics,TRK-MAE-30816068,"Shenzhen, China","Osaka, United States",In Transit,2026-04-20,,1350.37
SHIP02492,SO02492,UPS Supply Chain,TRK-UPS-71035298,"Monterrey, Mexico","Suzhou, South Korea",Delivered,2026-03-08,2026-03-08,1698.89
SHIP02493,SO02493,UPS Supply Chain,TRK-UPS-74814615,"Detroit, MI, USA","Suzhou, United Kingdom",Delivered,2025-10-27,2025-10-28,1343.05
SHIP02494,SO02494,Kuehne + Nagel,TRK-KUE-98881378,"Hamburg, Germany","Incheon, Vietnam",Delivered,2025-10-20,2025-10-20,507.87
SHIP02495,SO02495,FedEx Freight,TRK-FED-87262319,"Frankfurt, Germany","Bengaluru, United Kingdom",Delivered,2026-05-20,2026-05-21,884.5
SHIP02496,SO02496,DB Schenker,TRK-DB -55883256,"Bengaluru, India","Dallas, Taiwan",Delivered,2026-03-10,2026-03-10,1415.36
SHIP02497,SO02497,Maersk Logistics,TRK-MAE-21962222,"Chicago, IL, USA","Nagoya, China",Delayed,2025-11-25,,709.15
SHIP02498,SO02498,DB Schenker,TRK-DB -20399460,"Guadalajara, Mexico","Stuttgart, India",Delivered,2026-03-01,2026-02-28,1247.31
SHIP02499,SO02499,DHL Express,TRK-DHL-48440402,"Seattle, WA, USA","Querétaro, Taiwan",Delayed,2026-07-12,,746.17
SHIP02500,SO02500,UPS Supply Chain,TRK-UPS-96256350,"Yokohama, Japan","Monterrey, Mexico",Delivered,2026-06-17,2026-06-22,1423.48
SHIP02501,SO02501,FedEx Freight,TRK-FED-83644775,"Incheon, South Korea","Seoul, Japan",Delivered,2026-03-30,2026-03-30,425.87
SHIP02502,SO02502,Maersk Logistics,TRK-MAE-58881440,"London, UK","Ningbo, China",In Transit,2025-11-15,,299.24
SHIP02503,SO02503,DB Schenker,TRK-DB -45537938,"Dallas, TX, USA","Bengaluru, South Korea",Delivered,2025-09-11,2025-09-17,164.91
SHIP02504,SO02504,UPS Supply Chain,TRK-UPS-31866660,"Chicago, IL, USA","Birmingham, Taiwan",Delivered,2026-02-22,2026-02-21,1823.59
SHIP02505,SO02505,FedEx Freight,TRK-FED-33548726,"Monterrey, Mexico","Chicago, United States",Delivered,2026-04-06,2026-04-07,907.36
SHIP02506,SO02506,UPS Supply Chain,TRK-UPS-38508435,"Tokyo, Japan","Munich, Mexico",Delivered,2026-02-24,2026-03-04,601.41
SHIP02507,SO02507,Maersk Logistics,TRK-MAE-42563980,"Yokohama, Japan","Bengaluru, Mexico",Delivered,2025-12-17,2025-12-17,135.55
SHIP02508,SO02508,UPS Supply Chain,TRK-UPS-11175486,"Incheon, South Korea","Bengaluru, Canada",In Transit,2025-10-05,,619.3
SHIP02509,SO02509,Kuehne + Nagel,TRK-KUE-51582247,"Melbourne, Australia","Hai Phong, South Korea",Delivered,2025-11-28,2025-11-27,303.74
SHIP02510,SO02510,Kuehne + Nagel,TRK-KUE-91861492,"Hamburg, Germany","Dortmund, India",In Transit,2026-07-10,,1789.98
SHIP02511,SO02511,DHL Express,TRK-DHL-32680300,"Detroit, MI, USA","Hsinchu, Germany",Delayed,2026-01-11,,1143.95
SHIP02512,SO02512,Maersk Logistics,TRK-MAE-28479639,Singapore,"Nagoya, Mexico",Delivered,2025-11-07,2025-11-06,1515.74
SHIP02513,SO02513,DHL Express,TRK-DHL-66330630,"Stuttgart, Germany","Suzhou, India",Delivered,2026-02-28,2026-02-27,780.26
SHIP02514,SO02514,DB Schenker,TRK-DB -77463502,"Taipei, Taiwan","Dallas, Japan",Delayed,2025-11-15,,1100.33
SHIP02515,SO02515,Kuehne + Nagel,TRK-KUE-69373610,"Hamburg, Germany","Ningbo, Germany",Delivered,2025-10-09,2025-10-08,1495.0
SHIP02516,SO02516,DHL Express,TRK-DHL-14161859,"Dallas, TX, USA","Seoul, Germany",In Transit,2026-06-26,,470.58
SHIP02517,SO02517,Kuehne + Nagel,TRK-KUE-46832041,"Taipei, Taiwan","Hsinchu, India",In Transit,2026-04-17,,343.1
SHIP02518,SO02518,DB Schenker,TRK-DB -31161543,"Bengaluru, India","Taipei, China",In Transit,2025-10-20,,233.19
SHIP02519,SO02519,Kuehne + Nagel,TRK-KUE-34706931,"Munich, Germany","Incheon, United States",Delivered,2026-01-02,2026-01-01,1435.55
SHIP02520,SO02520,UPS Supply Chain,TRK-UPS-55312472,"Frankfurt, Germany","Nagoya, Taiwan",Delivered,2026-03-12,2026-03-14,383.77
SHIP02521,SO02521,DB Schenker,TRK-DB -85510395,"Seattle, WA, USA","Osaka, South Korea",In Transit,2026-01-09,,1170.37
SHIP02522,SO02522,Maersk Logistics,TRK-MAE-54142628,"Taipei, Taiwan","Osaka, Taiwan",In Transit,2026-04-20,,433.04
SHIP02523,SO02523,FedEx Freight,TRK-FED-91852485,"Toronto, Canada","Ningbo, China",Delayed,2025-09-30,,1842.31
SHIP02524,SO02524,DB Schenker,TRK-DB -59589042,"Pune, India","Suzhou, United Kingdom",In Transit,2026-01-26,,824.79
SHIP02525,SO02525,Maersk Logistics,TRK-MAE-79082656,"Chicago, IL, USA","Munich, Germany",In Transit,2025-12-17,,1567.06
SHIP02526,SO02526,Kuehne + Nagel,TRK-KUE-18211926,"Shenzhen, China","Taipei, India",Delivered,2025-12-05,2025-12-06,1154.78
SHIP02527,SO02527,UPS Supply Chain,TRK-UPS-98887785,"Melbourne, Australia","Querétaro, Japan",In Transit,2026-01-23,,1571.18
SHIP02528,SO02528,DHL Express,TRK-DHL-97950598,"Rotterdam, Netherlands","Nagoya, Mexico",Delivered,2026-05-13,2026-05-12,781.43
SHIP02529,SO02529,DB Schenker,TRK-DB -88632480,"Frankfurt, Germany","Suzhou, China",In Transit,2026-05-20,,1778.38
SHIP02530,SO02530,DHL Express,TRK-DHL-34817092,"Pune, India","Taipei, Japan",Delivered,2026-01-13,2026-01-13,836.53
SHIP02531,SO02531,Maersk Logistics,TRK-MAE-20949516,"Osaka, Japan","Nagoya, Germany",Delivered,2025-11-06,2025-11-07,367.09
SHIP02532,SO02532,DHL Express,TRK-DHL-32944101,"London, UK","Dallas, Germany",In Transit,2026-01-31,,532.86
SHIP02533,SO02533,DB Schenker,TRK-DB -66204915,"Guadalajara, Mexico","Pune, United Kingdom",Delivered,2026-02-22,2026-02-22,503.22
SHIP02534,SO02534,Kuehne + Nagel,TRK-KUE-43100687,"Tokyo, Japan","Nagoya, Japan",Delivered,2026-04-12,2026-04-13,460.68
SHIP02535,SO02535,FedEx Freight,TRK-FED-82915660,"Pune, India","Dortmund, India",Delivered,2025-10-15,2025-10-14,1681.11
SHIP02536,SO02536,FedEx Freight,TRK-FED-70272338,"Rotterdam, Netherlands","Hai Phong, Germany",Delivered,2026-02-26,2026-03-01,818.85
SHIP02537,SO02537,DB Schenker,TRK-DB -80433492,"Taipei, Taiwan","Querétaro, Germany",Delivered,2025-12-02,2025-12-01,310.83
SHIP02538,SO02538,FedEx Freight,TRK-FED-70403908,"Atlanta, GA, USA","Suzhou, United States",Delivered,2026-01-05,2026-01-05,1651.85
SHIP02539,SO02539,Kuehne + Nagel,TRK-KUE-69349920,"Osaka, Japan","Tokyo, Taiwan",Delivered,2026-02-17,2026-02-20,1713.04
SHIP02540,SO02540,Kuehne + Nagel,TRK-KUE-49885093,"Dallas, TX, USA","Hai Phong, Vietnam",In Transit,2026-07-14,,995.98
SHIP02541,SO02541,Maersk Logistics,TRK-MAE-31112414,"Frankfurt, Germany","Ningbo, Mexico",Delivered,2026-03-27,2026-03-27,931.09
SHIP02542,SO02542,Kuehne + Nagel,TRK-KUE-22871835,"Atlanta, GA, USA","Hsinchu, Canada",Preparing,2026-06-08,,730.55
SHIP02543,SO02543,FedEx Freight,TRK-FED-95850939,"Detroit, MI, USA","Nagoya, China",Preparing,2025-10-07,,982.33
SHIP02544,SO02544,DHL Express,TRK-DHL-49610713,Singapore,"Shenzhen, Taiwan",Delivered,2025-12-01,2025-12-02,95.43
SHIP02545,SO02545,Maersk Logistics,TRK-MAE-30407260,"Frankfurt, Germany","Shenzhen, Japan",In Transit,2026-07-09,,859.7
SHIP02546,SO02546,DHL Express,TRK-DHL-62780085,"Dallas, TX, USA","Taipei, Mexico",In Transit,2026-05-23,,600.56
SHIP02547,SO02547,DHL Express,TRK-DHL-73071202,"Dallas, TX, USA","Seoul, Germany",Delivered,2026-04-06,2026-04-07,939.41
SHIP02548,SO02548,Maersk Logistics,TRK-MAE-64831629,"Yokohama, Japan","Incheon, United States",Delivered,2026-07-04,2026-07-05,1156.11
SHIP02549,SO02549,Maersk Logistics,TRK-MAE-67529599,"Frankfurt, Germany","Ningbo, Germany",Delivered,2025-10-10,2025-10-11,937.85
SHIP02550,SO02550,Kuehne + Nagel,TRK-KUE-57110714,"Atlanta, GA, USA","Hsinchu, United States",Delivered,2026-03-23,2026-03-30,1420.41
SHIP02551,SO02551,DHL Express,TRK-DHL-14011697,"Hamburg, Germany","Suzhou, United States",In Transit,2026-07-01,,474.9
SHIP02552,SO02552,DHL Express,TRK-DHL-86680411,"Incheon, South Korea","Incheon, United Kingdom",Delivered,2026-04-28,2026-04-27,153.89
SHIP02553,SO02553,UPS Supply Chain,TRK-UPS-41140957,Singapore,"Dortmund, China",Delivered,2026-07-29,2026-07-29,99.94
SHIP02554,SO02554,Maersk Logistics,TRK-MAE-29274509,"Pune, India","Osaka, Mexico",Delivered,2025-10-28,2025-11-04,199.97
SHIP02555,SO02555,DB Schenker,TRK-DB -17421463,"Hamburg, Germany","Detroit, South Korea",Delayed,2026-03-16,,1186.13
SHIP02556,SO02556,Kuehne + Nagel,TRK-KUE-19506621,"Toronto, Canada","Bengaluru, United States",Delivered,2025-11-13,2025-11-16,541.1
SHIP02557,SO02557,DHL Express,TRK-DHL-22442980,"London, UK","Osaka, Japan",Preparing,2026-02-01,,1669.38
SHIP02558,SO02558,UPS Supply Chain,TRK-UPS-25639194,"Guadalajara, Mexico","Seoul, Japan",In Transit,2025-12-02,,1661.44
SHIP02559,SO02559,Kuehne + Nagel,TRK-KUE-58671129,Singapore,"Bengaluru, Japan",Delivered,2025-09-23,2025-10-01,207.04
SHIP02560,SO02560,DB Schenker,TRK-DB -46172250,"Los Angeles, CA, USA","Monterrey, Japan",Preparing,2026-02-20,,973.29
SHIP02561,SO02561,FedEx Freight,TRK-FED-34414215,"Los Angeles, CA, USA","Incheon, Germany",Returned,2025-09-20,2025-09-27,65.41
SHIP02562,SO02562,UPS Supply Chain,TRK-UPS-93696210,"Dallas, TX, USA","Bengaluru, Japan",Delayed,2026-03-10,,452.86
SHIP02563,SO02563,Maersk Logistics,TRK-MAE-60552996,"Osaka, Japan","Ningbo, Japan",Delivered,2026-07-11,2026-07-14,805.23
SHIP02564,SO02564,UPS Supply Chain,TRK-UPS-87300068,"Tokyo, Japan","Dortmund, United States",In Transit,2025-11-11,,1654.5
SHIP02565,SO02565,DHL Express,TRK-DHL-96248981,"Detroit, MI, USA","Hamilton, Mexico",Delivered,2025-10-24,2025-10-25,193.79
SHIP02566,SO02566,Maersk Logistics,TRK-MAE-47471259,"Rotterdam, Netherlands","Osaka, United States",Delivered,2025-11-11,2025-11-12,713.08
SHIP02567,SO02567,Kuehne + Nagel,TRK-KUE-78018677,"Shenzhen, China","Nagoya, Germany",In Transit,2026-07-06,,530.97
SHIP02568,SO02568,DHL Express,TRK-DHL-72930149,"Incheon, South Korea","Monterrey, Germany",Delivered,2025-12-30,2026-01-04,1393.7
SHIP02569,SO02569,Maersk Logistics,TRK-MAE-52653477,"Toronto, Canada","Bengaluru, Vietnam",In Transit,2026-07-07,,952.56
SHIP02570,SO02570,FedEx Freight,TRK-FED-64736050,"Pune, India","Osaka, China",Delayed,2025-12-31,,734.25
SHIP02571,SO02571,DHL Express,TRK-DHL-83524104,"Monterrey, Mexico","Osaka, India",In Transit,2026-07-18,,189.32
SHIP02572,SO02572,DB Schenker,TRK-DB -97258119,"Taipei, Taiwan","Seoul, China",In Transit,2026-02-01,,61.51
SHIP02573,SO02573,DHL Express,TRK-DHL-43468286,Singapore,"Dallas, South Korea",Delivered,2026-07-05,2026-07-05,561.39
SHIP02574,SO02574,DHL Express,TRK-DHL-37939658,"Stuttgart, Germany","Nagoya, China",In Transit,2026-01-25,,1460.46
SHIP02575,SO02575,FedEx Freight,TRK-FED-82098572,"Detroit, MI, USA","Querétaro, United States",In Transit,2026-04-20,,360.55
SHIP02576,SO02576,DHL Express,TRK-DHL-87231432,"Pune, India","Pune, South Korea",Delivered,2025-11-21,2025-11-22,110.76
SHIP02577,SO02577,DHL Express,TRK-DHL-10570235,"Dallas, TX, USA","Osaka, Japan",Delivered,2026-02-19,2026-02-19,635.3
SHIP02578,SO02578,UPS Supply Chain,TRK-UPS-22251960,"Pune, India","Hsinchu, Vietnam",In Transit,2026-02-22,,1096.41
SHIP02579,SO02579,Kuehne + Nagel,TRK-KUE-33664486,"Pune, India","Querétaro, Taiwan",Returned,2025-12-11,2025-12-17,409.93
SHIP02580,SO02580,DHL Express,TRK-DHL-17516845,"Chicago, IL, USA","Querétaro, South Korea",Delayed,2026-01-20,,182.98
SHIP02581,SO02581,UPS Supply Chain,TRK-UPS-27819211,"Seattle, WA, USA","Detroit, South Korea",In Transit,2026-06-03,,1750.93
SHIP02582,SO02582,DB Schenker,TRK-DB -82598751,"Taipei, Taiwan","Shenzhen, United States",Delayed,2026-03-02,,1576.44
SHIP02583,SO02583,DB Schenker,TRK-DB -18808431,"London, UK","Seoul, United States",Delivered,2025-09-18,2025-09-18,1220.44
SHIP02584,SO02584,FedEx Freight,TRK-FED-97192480,"Frankfurt, Germany","Shenzhen, United States",Delivered,2025-09-25,2025-09-25,72.54
SHIP02585,SO02585,UPS Supply Chain,TRK-UPS-94016244,"Melbourne, Australia","Ningbo, Japan",Returned,2026-04-21,2026-04-30,1219.79
SHIP02586,SO02586,Kuehne + Nagel,TRK-KUE-60457382,Singapore,"Detroit, United States",Delivered,2026-04-06,2026-04-07,1812.97
SHIP02587,SO02587,FedEx Freight,TRK-FED-61888029,"Detroit, MI, USA","Stuttgart, Japan",Preparing,2026-02-28,,1323.42
SHIP02588,SO02588,FedEx Freight,TRK-FED-64026475,Singapore,"Querétaro, United Kingdom",Returned,2025-10-29,2025-11-05,313.79
SHIP02589,SO02589,FedEx Freight,TRK-FED-32641121,"Shenzhen, China","Dortmund, China",Delayed,2026-06-26,,964.1
SHIP02590,SO02590,DB Schenker,TRK-DB -88444182,"Bengaluru, India","Incheon, Mexico",Preparing,2026-06-14,,1046.49
SHIP02591,SO02591,FedEx Freight,TRK-FED-17336756,"Hamburg, Germany","Stuttgart, India",Delivered,2026-01-14,2026-01-15,1229.88
SHIP02592,SO02592,FedEx Freight,TRK-FED-22601527,"Osaka, Japan","Tokyo, Germany",In Transit,2025-12-02,,1733.06
SHIP02593,SO02593,Kuehne + Nagel,TRK-KUE-53796787,"Osaka, Japan","Tokyo, Canada",Delayed,2026-07-19,,342.01
SHIP02594,SO02594,UPS Supply Chain,TRK-UPS-25518490,"Bengaluru, India","Pune, India",Delivered,2026-04-28,2026-04-29,658.28
SHIP02595,SO02595,FedEx Freight,TRK-FED-59554510,"Dallas, TX, USA","Dallas, China",Delivered,2026-06-30,2026-07-01,786.86
SHIP02596,SO02596,DB Schenker,TRK-DB -20759568,Singapore,"Tokyo, Japan",In Transit,2025-09-07,,760.2
SHIP02597,SO02597,Kuehne + Nagel,TRK-KUE-58306625,"Stuttgart, Germany","Taipei, United States",Delivered,2026-07-12,2026-07-11,260.87
SHIP02598,SO02598,FedEx Freight,TRK-FED-93150427,"Melbourne, Australia","Stuttgart, United Kingdom",In Transit,2026-05-09,,532.01
SHIP02599,SO02599,FedEx Freight,TRK-FED-76862259,"Pune, India","Hamilton, Mexico",Delayed,2025-10-17,,651.88
SHIP02600,SO02600,Kuehne + Nagel,TRK-KUE-17195575,"Incheon, South Korea","Hai Phong, United States",Delivered,2026-07-23,2026-07-23,286.45
SHIP02601,SO02601,Maersk Logistics,TRK-MAE-12845957,"Monterrey, Mexico","Detroit, Vietnam",Preparing,2026-06-18,,1139.11
SHIP02602,SO02602,Maersk Logistics,TRK-MAE-71348575,"Dallas, TX, USA","Tokyo, United Kingdom",In Transit,2026-04-24,,1246.44
SHIP02603,SO02603,DB Schenker,TRK-DB -54617379,"Rotterdam, Netherlands","Dortmund, Japan",Delivered,2025-12-21,2025-12-21,494.0
SHIP02604,SO02604,FedEx Freight,TRK-FED-45003207,"Los Angeles, CA, USA","Detroit, Taiwan",In Transit,2026-05-04,,708.37
SHIP02605,SO02605,Maersk Logistics,TRK-MAE-96036687,"Tokyo, Japan","Osaka, Mexico",Delayed,2026-06-20,,170.99
SHIP02606,SO02606,UPS Supply Chain,TRK-UPS-13672617,"Tokyo, Japan","Nagoya, Japan",In Transit,2025-10-16,,788.56
SHIP02607,SO02607,DB Schenker,TRK-DB -93085950,"Yokohama, Japan","Birmingham, United States",Delivered,2026-05-04,2026-05-05,1275.06
SHIP02608,SO02608,Maersk Logistics,TRK-MAE-94920334,"Dallas, TX, USA","Birmingham, China",Delivered,2026-05-03,2026-05-02,118.39
SHIP02609,SO02609,Kuehne + Nagel,TRK-KUE-19541276,"Shenzhen, China","Dallas, Mexico",Delivered,2026-03-26,2026-03-31,1330.36
SHIP02610,SO02610,DB Schenker,TRK-DB -41901095,"Chicago, IL, USA","Bengaluru, Taiwan",Delivered,2025-12-22,2025-12-23,1016.03
SHIP02611,SO02611,Kuehne + Nagel,TRK-KUE-41546305,"Frankfurt, Germany","Nagoya, United States",Delivered,2026-02-20,2026-02-19,1577.07
SHIP02612,SO02612,UPS Supply Chain,TRK-UPS-23326013,"Osaka, Japan","Seoul, Mexico",Delayed,2025-09-09,,378.58
SHIP02613,SO02613,DB Schenker,TRK-DB -16988993,"Detroit, MI, USA","Tokyo, Japan",Returned,2025-12-31,2026-01-06,1018.33
SHIP02614,SO02614,Maersk Logistics,TRK-MAE-44974464,"Toronto, Canada","Dortmund, Vietnam",Preparing,2025-10-21,,1771.69
SHIP02615,SO02615,DHL Express,TRK-DHL-93703043,"Hamburg, Germany","Hai Phong, China",Delivered,2026-06-22,2026-06-23,1797.73
SHIP02616,SO02616,FedEx Freight,TRK-FED-18107545,"Tokyo, Japan","Monterrey, Mexico",Delivered,2026-04-22,2026-04-22,439.01
SHIP02617,SO02617,DHL Express,TRK-DHL-65160601,"Incheon, South Korea","Munich, Canada",Delivered,2026-07-19,2026-07-20,555.5
SHIP02618,SO02618,DB Schenker,TRK-DB -93349490,"London, UK","Detroit, Japan",In Transit,2026-03-26,,1500.83
SHIP02619,SO02619,Maersk Logistics,TRK-MAE-90924456,"Frankfurt, Germany","Bengaluru, United Kingdom",In Transit,2025-09-08,,114.19
SHIP02620,SO02620,DB Schenker,TRK-DB -96298936,"Melbourne, Australia","Monterrey, Japan",In Transit,2026-06-29,,463.78
SHIP02621,SO02621,DHL Express,TRK-DHL-82596970,"Monterrey, Mexico","Ningbo, United Kingdom",Delivered,2026-04-28,2026-04-27,1354.25
SHIP02622,SO02622,DB Schenker,TRK-DB -54330001,"Bengaluru, India","Munich, Taiwan",Preparing,2025-09-09,,918.62
SHIP02623,SO02623,DB Schenker,TRK-DB -64932159,"Yokohama, Japan","Taipei, Mexico",In Transit,2025-12-30,,457.42
SHIP02624,SO02624,DB Schenker,TRK-DB -66647070,"Pune, India","Taipei, Japan",Delivered,2026-02-23,2026-02-24,1643.4
SHIP02625,SO02625,UPS Supply Chain,TRK-UPS-94565071,"Frankfurt, Germany","Munich, United Kingdom",Preparing,2026-05-15,,491.46
SHIP02626,SO02626,Kuehne + Nagel,TRK-KUE-54936670,"Taipei, Taiwan","Detroit, Taiwan",In Transit,2026-03-14,,950.62
SHIP02627,SO02627,DB Schenker,TRK-DB -20259004,"Stuttgart, Germany","Birmingham, South Korea",Delivered,2026-03-14,2026-03-15,390.42
SHIP02628,SO02628,Kuehne + Nagel,TRK-KUE-33185955,"Dallas, TX, USA","Querétaro, China",In Transit,2026-03-30,,1655.49
SHIP02629,SO02629,DHL Express,TRK-DHL-11089508,"Atlanta, GA, USA","Hsinchu, Germany",Delivered,2026-02-24,2026-02-25,1424.64
SHIP02630,SO02630,Kuehne + Nagel,TRK-KUE-78259533,"Chicago, IL, USA","Pune, India",Delivered,2026-03-06,2026-03-05,942.01
SHIP02631,SO02631,FedEx Freight,TRK-FED-86812274,"Osaka, Japan","Monterrey, Japan",Delivered,2025-09-17,2025-09-17,67.06
SHIP02632,SO02632,DHL Express,TRK-DHL-84404911,"Pune, India","Querétaro, India",In Transit,2026-06-01,,733.77
SHIP02633,SO02633,Kuehne + Nagel,TRK-KUE-42760498,"Yokohama, Japan","Pune, Mexico",Delayed,2025-11-07,,453.26
SHIP02634,SO02634,Kuehne + Nagel,TRK-KUE-77148309,"Incheon, South Korea","Munich, United States",Delivered,2026-05-14,2026-05-14,1820.83
SHIP02635,SO02635,DB Schenker,TRK-DB -21322060,"Monterrey, Mexico","Chicago, Germany",Delivered,2026-03-26,2026-03-25,336.79
SHIP02636,SO02636,DHL Express,TRK-DHL-16313176,"Frankfurt, Germany","Pune, Taiwan",Delivered,2026-06-04,2026-06-10,1847.82
SHIP02637,SO02637,FedEx Freight,TRK-FED-80051585,"Monterrey, Mexico","Monterrey, Germany",Delayed,2026-05-27,,468.6
SHIP02638,SO02638,Kuehne + Nagel,TRK-KUE-45857367,"Atlanta, GA, USA","Monterrey, Mexico",Delayed,2026-04-10,,508.72
SHIP02639,SO02639,Kuehne + Nagel,TRK-KUE-51106581,"Los Angeles, CA, USA","Hai Phong, Vietnam",In Transit,2026-04-15,,731.84
SHIP02640,SO02640,UPS Supply Chain,TRK-UPS-78185583,"Osaka, Japan","Incheon, China",In Transit,2026-02-16,,1623.43
SHIP02641,SO02641,UPS Supply Chain,TRK-UPS-18303598,"Yokohama, Japan","Seoul, China",In Transit,2025-11-11,,1101.93
SHIP02642,SO02642,DB Schenker,TRK-DB -30777735,"Yokohama, Japan","Tokyo, Vietnam",Delayed,2026-04-09,,1548.55
SHIP02643,SO02643,DB Schenker,TRK-DB -11031475,"Yokohama, Japan","Hai Phong, Canada",In Transit,2026-04-05,,1323.06
SHIP02644,SO02644,FedEx Freight,TRK-FED-58002320,"Los Angeles, CA, USA","Nagoya, Germany",In Transit,2025-11-20,,228.33
SHIP02645,SO02645,Kuehne + Nagel,TRK-KUE-89679470,"Yokohama, Japan","Seoul, China",Delayed,2026-03-30,,423.67
SHIP02646,SO02646,FedEx Freight,TRK-FED-10329309,"Shenzhen, China","Bengaluru, India",Delivered,2026-05-22,2026-05-23,412.17
SHIP02647,SO02647,Maersk Logistics,TRK-MAE-85783986,"Munich, Germany","Hai Phong, Germany",Delivered,2026-05-23,2026-05-26,1126.34
SHIP02648,SO02648,FedEx Freight,TRK-FED-76106684,"Hamburg, Germany","Hsinchu, India",In Transit,2025-11-28,,1821.24
SHIP02649,SO02649,FedEx Freight,TRK-FED-31607882,"Dallas, TX, USA","Suzhou, China",Delivered,2026-03-02,2026-03-03,1415.99
SHIP02650,SO02650,Kuehne + Nagel,TRK-KUE-91931778,"Chicago, IL, USA","Detroit, United States",Delivered,2026-06-28,2026-06-29,196.22
SHIP02651,SO02651,Maersk Logistics,TRK-MAE-88575130,"Los Angeles, CA, USA","Seoul, South Korea",Delayed,2026-05-03,,127.54
SHIP02652,SO02652,Maersk Logistics,TRK-MAE-93594058,"Frankfurt, Germany","Incheon, Japan",Delayed,2025-11-08,,335.92
SHIP02653,SO02653,Kuehne + Nagel,TRK-KUE-46031939,"Munich, Germany","Hai Phong, Germany",Preparing,2026-01-22,,612.75
